product_id,reviews_blob,top_keywords,delivery_mentions,quality_mentions,price_mentions,sentiment_label,sentiment_confidence,main_topics,pain_points,suggested_improvements,summary
00de7f393d962717eeeb2d7131a40dba,"O produto foi comprado na cor preta e enviado na cor branca. Os carregadores são padrão de outro país, não encaixam nas tomadas do Brasil.  || O produto foi comprado na cor preta e enviado na cor branca. Os carregadores são padrão de outro país, não encaixam nas tomadas do Brasil.  || O produto foi comprado na cor preta e enviado na cor branca. Os carregadores são padrão de outro país, não encaixam nas tomadas do Brasil.  || horrivel demoraram um mes e não enviaram o produto ai cancelei e não me devolveram o dinheiro ate hoje || Gostei do produto e ótimo recomendo! || Olá, peço que me ajude, pois na hora da entrega só entregaram 1 aparelho, e comprei 2, ja liguei varias vezes para o correio, mas eles nao atendem, por favor peço que me ajude. || Olá, peço que me ajude, pois na hora da entrega só entregaram 1 aparelho, e comprei 2, ja liguei varias vezes para o correio, mas eles nao atendem, por favor peço que me ajude. || Agradeço pela rapidez na entrega.
Recomendo sempre, um site que não tem problemas.
Respeito ao consumidor. || O produto atende muito bem à necessidade e a loja foi muito eficiente! Recomendo! || Mercadoria já passou o prazo de entrega. || Ainda na usei ..o carregador que é estranho...vou ter q procurador adaptador ....ai voltarei a falar || Celular é bom só não gostei do carregador poque tem que ser uma tomada com entrada grande","na cor, cor, peço, cor preta, que me, branca, brasil, foi comprado",True,True,False,neutral,0.4497861862182617,"['preta', 'branca']","['preta', 'branca']","['preta', 'branca']","O produto foi comprado na cor preta e enviado na cor branca. Os carregadores são padrão de outro país, não encaixam nas tomadas do Brasil. O produto foi comprad"
014a8a503291921f7b004a5215bb3c36,"aguardo a entrega do segundo produto. Até o presente momento o produto não foi entregue || o produto é mt bom mas so chegou um cubo o 2x2x2, o outro cubo maior o 4x4x4 nao chegou  || nao recebi o produto que ja paguei ! nao recomendo a compra nesse site.  || Necessário informar se a entrega será pelos Correios. || Ótimo produto! entrega rápida! || Otimo || Adorei esse cubo mágico, fácil manuseio e tamanho ideal. Acho que irei comprar agora o 3x3. || cubo bom, porem vem com os parafusos meio soltos . || RECEBI APENAS O CUBO MÁGICO, AINDA NÃO RECEBI OS TAPETES. || Não recebi todos os protudos Em uma só entrega. No aguardo de uma mercadoria.  || ADORO ESSE SITE, ÓTIMO MEIO DE FAZER COMPRAS!!! || Achei frete muito caro, demorou muito p chegar, queria ter entregue no diados pais. Só chegou terça dia 15","cubo, meio, nao, aguardo, esse, os, muito caro, mas so",True,True,True,neutral,0.39219972491264343,['...'],['...'],['...'],...
0152f69b6cf919bcdaf117aa8c43e5a2,"Tudo ok. || Otimo || Empresa e produto de alta qualidade, super recomendo. || Otimo produto veio do jeito que imaginei || MUITO OBRIGADA ! || MUITO OBRIGADA ! || Produto chegou antes do prazo parabéns a empresa  || Otimo || O tecido não é algodão mas pelo preço vale super a pena. É linda!  || Satisfeita  || Na verdade está no correio . A forma de entrega é muito demorada. || Comprei 2 produtos entregaram apenas 1 || Comprei 2 produtos entregaram apenas 1 || Produto bom e barato, não fiquem esperando milagre do produto de menos de 20 reais.

Porém muito bom mesmo !! || Bom || Site maravilhoso, recomendo tratamento digno de VIP. Parabéns. || Ótimo produto, recebi cfe o anunciado, recomendo. || Satisfeita  || Eu comprei duas e so foi entregue uma.
Ainda estou aguardando a solução do problema pq eu paguei por duas e so recebi uma. || Eu comprei duas e so foi entregue uma.
Ainda estou aguardando a solução do problema pq eu paguei por duas e so recebi uma.","so, duas, eu paguei, entregaram apenas, comprei produtos, paguei por, muito obrigada, ainda estou",True,True,True,neutral,0.39881375432014465,"['Tudo ok.', 'Otimo', 'Empresa e produto de alta qualidade, super recomendo.']",['Muito OBRIGADA!'],"['O produto chegou antes do prazo, vale muito']","O tecido não é algodão, mas pelo preço vale super a pena."
017692475c1c954ff597feda05131d73,"Entrega rápida e produto conforme anunciado. || Recebi um produto diferente do qual eu pedi || Nao recebi o produto que pedi, o que veio foi um pouco de creme em um pote de plastico || Bom.achei o produtomais claro que patece no encarte mas a qualidade do produto e como na propaganda || Bao tarde ,o produto não tampa a tatuagem como e dito,fora que o fret foi mas caro que o produto comprado,e a embalagem nao e igual que e mostrada na propaganda,veio em um potinho pequeno demais. || Produto chegou bem antes do prazo , gostei muito da empresa . || Ainda não recebi a base Dermacol 223 || Consta no site que o meu pedido já foi entregue porém não recebi favor verificar os dados da pessoa que recebeu e me retornar com urgência pois vou atrás do meu direito como consumidor.aguardo retorno || Gostei muito da loja lannister
Obrigada || Gostei muito da loja lannister
Obrigada || Não recebi ainda estou aguardando! || Gostei do produto chegou antes do prazo, mas fiquei triste pq eu tinha feito um pedido antes e foi cancelado recebo um email que tinha sido cancelado por divergências cadastrais super triste..  || Eu comprei três bases e só foi entregue duas! Estou aguardando pra ver se vão entregar a outra. As bases 221 e 222 entregaram a base 223 n chegou junto.  || Fiz a compra de 02 bases e até o momento recebi somente 01. Acredito que se os produtos vem do mesmo local e a compra foi feita junta, a entrega também será realizada junta. Estou aguardando o contato","muito da, que, loja lannister, base, estou aguardando, propaganda, em um, aguardando",True,True,True,neutral,0.44976454973220825,[],[],[],5 out of 5 stars
027cdd14a677a5834bc67a9789db5021,"Não dei nota 5 pq não veio na mesma embalagem. Veio embalagem branca proibido pra venda, mas por outro lado o preço estava bom || A embalagem do perfume não estava lacrada, ou seja, a caixa não estava revestida com o plástico que deveria envolvê-la, além disso, o nível do perfume no frasco estava visivelmente abaixo do normal.  || comprei dois perfumes sendo que só veio um na caixa e pra ajudar o perfume e falsificado e marcado na caixa venda proibida que e só pra teste || comprei dois perfumes sendo que só veio um na caixa e pra ajudar o perfume e falsificado e marcado na caixa venda proibida que e só pra teste || Perfume original, boa fixação, porém a embalagem externa (caixa) é branca e tem apenas o nome do perfume e a escrita ""Tester"" ou seja é para mostruário de lojas, desagradável para presentear... || O perfume veio bem acondicionado em papel bolha, sem a menor chance de ser danificado. Excelente serviço prestado. Recomendo! || satisfeita com produto eu já conhecia quando vi baratheon por esse valor corri comprar ,recomendo a todas mulheres , o perfume é suave, bom é bem de meu gosto, permanece no corpo por bom tempo, espet  || Muito presente e correto vocês na vida do consumidor! Aguardando somente o kit colcha vermelha || Comprei dois perfumes, o Tommy Hilfiger recebi caixa lacrada parece ok, mas o perfume da Gabriela Sabatini a caixa está sem lacre e tem etiqueta auto adesiva fundo do frasco lado externo. Será falso?? || Eu recome6 este site || continuem assim || Sempre comprei e fui muito bem atendido. || Sempre compro este perfume nesta loja, porém desta vez vez falsificado e já solicitei troca do mesmo, aguardo resposta. || NAO RECOMENDARIA A COMPRA NESSA LOJA DESSE PRODUTO, PORQUE COMPREI PARA DAR DE PRESENTE PRA MINHA MAEDE ANIVERSARIO MAIS CHEGOU UM MES DEPOIS. || Só tive problemas Com relação a entrega, mas agora recebi ; super satisfeita  || não gostei da embalagem. Achei que fosse a mesma do site! || A embalagem bem diferente do anunciado,sou acostumada a comprar esse produto nunca tinha recebido com essa embalagem. || A embalagem bem diferente do anunciado,sou acostumada a comprar esse produto nunca tinha recebido com essa embalagem. || Muito bom comprar com vcs || O produto chegou corretamente e no prazo determinado! ","perfume, embalagem, caixa, na caixa, pra, falsificado, venda, estava",True,True,True,neutral,0.4807199239730835,['...'],['...'],['...'],...
036734b5a58d5d4f46b0616ddc047ced,"Mais agilidade na entrega  || Passou do prazo de e trega || Produto conforme anúncio. || Recomendo .. entrega rápida || Capinha e muito boa, mas a película e horrível.  || A capinha é mais fina do que eu esperava. Mas no geral fica bonito no aparelho e ainda protege razoavelmente. || Pedi o cancelamento do produto logo após a compra e mesmo assim ele foi enviado e nem chegou para mim. Não quero o produto. || Era de 12 dias e recebi quase um mês, não culpo a loja em si. Agora as lannister tem que ir em cima dos correios pois a capa chegou 1° que o celular. Obrigado a targaryen foi bom. || bom || Boa qualidade, chegou mais de uma semana antes do prazo, até agora não deu qualquer problema. || Meu pedido veio errado, ao invés da capa mais película para o modelo Xiaomi Redmi 4x, vieram esses itens para o modelo Note 4.  || Película de silicone foi aplicada corretamente, porém ela não se adequa ao readmi 4x as bordas não colaram e logo no primeiro dia quando coloquei o aparelho no bolso se soltou.... Dinheiro jogado fora || A capa é ótima, mas a película não cobre toda a tela. || Bem embalado, e entregue no prazo || Não recebi meu produto, não me dizem o q aconteceu, so tenho e-mail dos correios dizendo q meu produto não chegou em Fortaleza, ja tenho 2 protocolos abertos e não tenho respostas. || A película não é de gel. É de plástico e a capa é de plástico de um material péssimo.

Tive que jogar no lixo.
 ||  Parabéns a lannister.com e toda à sua equipe !
 Os produtos chegam sempre antes do prazo, e sempre correto !
 Estou satisfeito !
 Parabéns, a todos !
 Obrigado, lannister.com || Apenas uma coisa: Durante o transporte, não recebi o código de rastreio, então não sabia onde o produto estava. Fora isso, tudo perfeito! ","película, capa, não, tenho, de, capinha, logo, plástico",True,True,False,neutral,0.46481287479400635,['...'],['...'],['...'],...
044f05bc9de36e8a693a83e4bc79dd0d,"Satisfeito  || O produto foi para o lixo, não houve possibilidade de instalar.  || produto de má qualidade || Já compro há algum tempo e sempre chega tudo antes do prazo. || Produto veio com bolhas e uns cabelos ou pelos pretos, enfim quero devolver e preciso do código para postagem. || Produto entregue antes do prazo.
Eu recomendo. || Não tenho certeza, pois ainda não recebi o produto. || Produto excelente com entrega rápida, chegou primeiro que o próprio celular. || Achei q fosse mais resistente  || òtimo || Produto entregue antes do prazo previsto","produto, entregue antes, instalar, preciso do, postagem, má qualidade, pois ainda, produto entregue",True,True,False,negative,0.5689754486083984,"['pain_points', 'suggested_improvements', 'summary']",[],['Produto de má qualidade'],"Satisfeito  || O produto foi para o lixo, não houve possibilidade de instalar.  || produto de má qualidade || Já compro há algum tempo e sempre chega tudo antes"
054515fd15bc1a2029f10de97ffa9120,"recomendo || O produto chegou antes do prazo. ||  Produto com qualidade e com toda informação no rótulo. || Não recebi o produto e nem reembolso || Ainda não posso posso opinar pois, começei a tomar esta semana..e fiquei triste porque os frascos chegaram amassados..obrigada  || Acho que deveria vir com manual de instruções de uso.. || Agradeço por entregarem antes do prazo... || bom produto || muito bom || muito bom || Eu sou cliente das lannister, e sempre fui bem atendido, o produto sempre chega em perfeitas condições, e antes do prazo, recomendo. || cliente satisfeito . || cliente satisfeito . || Ainda não fiz uso do produto.
Mas recebi dentro do prazo.
 || recebi a encomenda muito bem embalada e em perfeitas condições || recebi a encomenda muito bem embalada e em perfeitas condições || recebi a encomenda muito bem embalada e em perfeitas condições || Sem problemas || muito prático e pontual. || Foi muito rápido a entrega do produto, chegou antes do prometido.","embalada, bem embalada, em perfeitas, perfeitas condições, perfeitas, condições, encomenda, cliente",True,True,False,neutral,0.45834267139434814,"['recomendo', 'O produto chegou antes do prazo.', 'Produto com qualidade e com toda informação no rótulo.']","['Não recebi o produto e nem reembolso', 'Ainda não posso opinar pois, começei a tomar esta semana..e fiquei triste porque os frascos chegaram amassados..obrigada']",['Agradeço por entregarem antes do prazo...'],Bom produto
05a9dadb8402b6b7ae3dd28f7da187b5,"O prazo para meu produto chegar era até o dia 10/04/2018 e até agora não recebi. || Ótimo produto, preço bom e entrega no prazo. Tudo certo! || tudo ok || muito satisfeito especificamente com essa compra, entrega feita rapidamente. || Muito bom || Os cartuchos estavam vazios || Os cartuchos da impressora vieram com defeito. O preto não funciona e o colorido não funciona a cor vermelha.
Lamentável!!! || Tudo,ok eu recomend || Muito bom  || A impressora não veio com suas proteções completas. Faltava aquela espuma sólida para manter a impressora firme dentro da embalagem. E o cartucho preto estava seco. tive que comprar outro. || O cd de instalação está quebrado, a caixa da impressora está cheia de fita adesiva para remendos, o produto parece que estava em exposição.... || Comprei uma impressora HP deskjet 1015, valor de 179,00 e recebi uma impressora 1115 de menor valor. O agravante é que na nota fiscal, descreve-se a impressora correta, mas o produto ´recebido é outro","impressora, os cartuchos, cartuchos, preto, não funciona, funciona, tudo ok, valor",True,True,True,negative,0.4334927201271057,['O prazo para meu produto chegar era até o dia 10/04/2018 e até agora não recebi.'],"['Ótimo produto, preço bom e entrega no prazo.']",['Tudo certo!'],"O prazo para meu produto chegar era até o dia 10/04/2018 e até agora não recebi. Ótimo produto, preço bom e entrega no prazo. Tudo certo!"
060c17562f97e5bb60bc0dfa4dd5b3f2,"Entrega super rápida.. de 1 dia para o outro e a qualidade do produto simplismente fantástica !!! || Boa tarde!

Recebi um produto, porém, não é a compra que realizei, meu pedido foi de uma capa/bolsinha com zíper e recebi uma capinha fina, muito feia!

Preciso que nos envie a mercadoria correta || tudo certo || tudo certo || Produto entregue no prazo, muito bom. || Produto entregue no prazo, muito bom. || Recomendo , o produto chegou antes da data prevista para a entrega. Parabéns. || Recomendo , o produto chegou antes da data prevista para a entrega. Parabéns. || O produto foi entregue muito antes do prazo, em perfeitas condições || Dia 06/06/2018 efetuei a compra de 2 capas cases e 1 HD externo.
Dia 12/06/2018 recebi apenas 1 capa case e na NF que acompanhou a capa case consta a informação que foi enviado somente 1 produto.
 || Dia 06/06/2018 efetuei a compra de 2 capas cases e 1 HD externo.
Dia 12/06/2018 recebi apenas 1 capa case e na NF que acompanhou a capa case consta a informação que foi enviado somente 1 produto.
 || Compra chegou rápida e conforme o combinado. || Compromisso com o cliente e qualidade no produto resumem essa compra.  || Produto muito bom, em conformidade com minha expectativa.","06, case, capa, 2018, produto, dia, efetuei compra, capas",True,True,False,neutral,0.4766899049282074,['...'],['...'],['...'],...
